NERC,Date,max_customer,daily_ci,daily_ci_3day_avg,customer_minutes
TRE,2019-03-31,29550,38044,31559,4548135
TRE,2019-04-01,13279,17894,26635.6666666667,1467015
TRE,2019-04-02,18465,23969,22393.6666666667,2185770
TRE,2019-04-03,16408,25318,35447,2012460
TRE,2019-04-04,32858,57054,33722,5025240
TRE,2019-04-05,14541,18794,50158.3333333334,1450320
TRE,2019-04-06,49817,74627,76604.6666666667,8089905
TRE,2019-04-07,101504,136393,79937,16536960
TRE,2019-04-08,19615,28791,67802.0000000001,2685210
TRE,2019-04-09,27724,38222,36843.3333333333,3719025
TRE,2019-04-10,25989,43517,37475,5105025
TRE,2019-04-11,23800,30686,31409.3333333333,3474045
TRE,2019-04-12,12635,20025,102154.666666667,1695510
TRE,2019-04-13,145370,255753,115902,40949520
TRE,2019-04-14,63724,71928,121696.666666667,23120460
TRE,2019-04-15,32731,37409,45101,3367320
TRE,2019-04-16,15736,25966,41048,2249265
TRE,2019-04-17,45745,59769,91136.3333333334,4658955
TRE,2019-04-18,123298,187674,94203,33983325
TRE,2019-04-19,27499,35166,82454.3333333334,7137285
TRE,2019-04-20,18391,24523,27647,2506890
TRE,2019-04-21,16269,23252,20280.6666666667,2773635
TRE,2019-04-22,9605,13067,41592.6666666667,1562490
TRE,2019-04-23,70188,88459,67052.3333333333,8810625
TRE,2019-04-24,82724,99631,75945.3333333333,22613685
TRE,2019-04-25,28127,39746,58362,4944825
TRE,2019-04-26,23212,35709,32612,2410305
TRE,2019-04-27,16424,22381,26283.3333333333,1701645
TRE,2019-04-28,19384,20760,23103.3333333333,3777375
TRE,2019-04-29,18777,26169,28993.6666666667,2156640
TRE,2019-04-30,23763,40052,41410.6666666667,3765135
TRE,2019-05-01,38267,58011,62526.3333333334,4993470
TRE,2019-05-02,62360,89516,89585.3333333333,16234515
TRE,2019-05-03,82841,121229,88372,12786465
TRE,2019-05-04,43261,54371,66302.6666666666,6740595
TRE,2019-05-05,17997,23308,38700.6666666667,2633280
TRE,2019-05-06,28787,38423,37494,4607535
TRE,2019-05-07,32159,50751,87028.3333333334,4392150
TRE,2019-05-08,115578,171911,98996.6666666667,22243380
TRE,2019-05-09,61454,74328,107278,6191220
TRE,2019-05-10,56146,75595,68458.6666666667,16589685
TRE,2019-05-11,42041,55453,49712,6912480
TRE,2019-05-12,12001,18088,35856.3333333333,2946000
TRE,2019-05-13,24132,34028,36147.3333333333,3316530
TRE,2019-05-14,37594,56326,38112.6666666667,5039565
TRE,2019-05-15,16169,23984,37691.3333333333,2772330
TRE,2019-05-16,22784,32764,31994,2705115
TRE,2019-05-17,23987,39234,104047.666666667,3135735
TRE,2019-05-18,189838,240145,107559,46880955
TRE,2019-05-19,42627,43298,119378,15368175
TRE,2019-05-20,51187,74691,63097,8843655
TRE,2019-05-21,55361,71302,59161.3333333334,11305125
TRE,2019-05-22,25111,31491,45898,3393975
TRE,2019-05-23,27049,34901,38130.3333333333,3504270
TRE,2019-05-24,34101,47999,35509.6666666667,4035120
TRE,2019-05-25,18248,23629,28121.3333333333,2954475
TRE,2019-05-26,9270,12736,17672,1625205
TRE,2019-05-27,13667,16651,24184,1778910
TRE,2019-05-28,32687,43165,47574.6666666667,3089430
TRE,2019-05-29,60963,82908,67595.6666666667,9466245
TRE,2019-05-30,51053,76714,73205.3333333333,7771140
TRE,2019-05-31,38004,59994,68675.6666666667,6099900
TRE,2019-06-01,47673,69319,60691,9513090
TRE,2019-06-02,48834,52760,52939,9909135
TRE,2019-06-03,26339,36738,45486,4485780
TRE,2019-06-04,31517,46960,55414.6666666667,4955235
TRE,2019-06-05,47340,82546,103192.333333333,9320100
TRE,2019-06-06,140626,180071,157477.333333333,19773945
TRE,2019-06-07,83002,209815,152053,35195640
TRE,2019-06-08,54775,66273,281212.666666667,9208335
TRE,2019-06-09,481795,567550,238212,194186175
TRE,2019-06-10,347944,80813,226715.666666667,344173425
TRE,2019-06-11,182174,31784,47937.6666666666,144576915
TRE,2019-06-12,56546,31216,29203.6666666667,33526560
TRE,2019-06-13,16576,24611,32825.6666666667,4654530
TRE,2019-06-14,33257,42650,40165.6666666667,6479370
TRE,2019-06-15,31783,53236,133756.333333333,6416370
TRE,2019-06-16,211314,305383,174918.333333333,53136225
TRE,2019-06-17,168694,166136,183601.666666667,38563890
TRE,2019-06-18,57705,79286,126041,8121495
TRE,2019-06-19,88318,132701,97113.3333333333,18187275
TRE,2019-06-20,72825,79353,83475.6666666667,23722500
TRE,2019-06-21,27025,38373,50545.3333333333,5413575
TRE,2019-06-22,29934,33910,81263.3333333333,4728045
TRE,2019-06-23,155976,171507,152559.333333333,22441680
TRE,2019-06-24,255711,252261,182806,78525210
TRE,2019-06-25,92002,124650,148944,37561935
TRE,2019-06-26,47605,69921,89950.6666666667,9804375
TRE,2019-06-27,57828,75281,68524.3333333334,9803715
TRE,2019-06-28,50716,60371,85070.6666666667,7040850
TRE,2019-06-29,92724,119560,75752.3333333333,20335020
TRE,2019-06-30,49419,47326,66297.6666666666,20137170
TRE,2019-07-01,28344,32007,38778.3333333333,4386285
TRE,2019-07-02,25618,37002,36123.3333333333,4387740
TRE,2019-07-03,29397,39361,38716,4824150
TRE,2019-07-04,32543,39785,33717.6666666667,6619680
TRE,2019-07-05,16580,22007,45677,2897130
TRE,2019-07-06,39989,75239,43333,7840065
TRE,2019-07-07,34604,32753,66106.3333333333,6952005
TRE,2019-07-08,55334,90327,50486.3333333333,8415990
TRE,2019-07-09,19454,28379,105687,3758490
TRE,2019-07-10,173771,198355,103860.333333333,28331055
TRE,2019-07-11,93431,84847,107878.333333333,26687250
TRE,2019-07-12,25741,40433,62383,4902375
TRE,2019-07-13,45059,61869,41935,5745510
TRE,2019-07-14,15818,23503,41563.3333333334,3384330
TRE,2019-07-15,22075,39318,36587.6666666667,5018205
TRE,2019-07-16,33940,46942,39571.6666666667,4285770
TRE,2019-07-17,18614,32455,39385.3333333333,3249570
TRE,2019-07-18,29848,38759,33187,3554475
TRE,2019-07-19,19041,28347,28272,2810460
TRE,2019-07-20,10310,17710,22923.6666666667,1852680
TRE,2019-07-21,14715,22714,34635.3333333333,2725830
TRE,2019-07-22,45777,63482,43690.3333333334,5409375
TRE,2019-07-23,33154,44875,46148,5198625
TRE,2019-07-24,22225,30087,36952.3333333333,4165800
TRE,2019-07-25,29563,35895,28580,2814315
TRE,2019-07-26,14112,19758,33122,2178195
TRE,2019-07-27,29000,43713,31667,3687000
TRE,2019-07-28,24239,31530,39482.3333333333,2776290
TRE,2019-07-29,28216,43204,51811,3641265
TRE,2019-07-30,56796,80699,61380,9598635
TRE,2019-07-31,46180,60237,67096,10552635
TRE,2019-08-01,44809,60352,52919.3333333333,6805560
TRE,2019-08-02,26155,38169,44533.6666666667,3807720
TRE,2019-08-03,24180,35080,34650,5507205
TRE,2019-08-04,21466,30701,33520.6666666667,3558225
TRE,2019-08-05,21567,34781,33194.3333333333,2366535
TRE,2019-08-06,21873,34101,32055.6666666667,3540480
TRE,2019-08-07,22306,27285,32149.3333333333,3349575
TRE,2019-08-08,23420,35062,28479.3333333333,3872610
TRE,2019-08-09,15392,23091,24867.3333333333,2323095
TRE,2019-08-10,11541,16449,19450.6666666667,1702545
TRE,2019-08-11,13413,18812,20987,2308530
TRE,2019-08-12,19259,27700,25408,2953680
TRE,2019-08-13,20555,29712,62232,3399345
TRE,2019-08-14,83129,129284,72458.3333333333,15673920
TRE,2019-08-15,49090,58379,77487.6666666667,9374610
TRE,2019-08-16,30573,44800,39113.6666666667,3877740
TRE,2019-08-17,10011,14162,49375.6666666667,2276625
TRE,2019-08-18,70800,89165,51299,16576350
TRE,2019-08-19,31260,50570,57839.3333333333,4347165
TRE,2019-08-20,24640,33783,40578.6666666667,3467625
TRE,2019-08-21,28689,37383,33677,2399085
TRE,2019-08-22,20246,29865,41442.3333333334,2901810
TRE,2019-08-23,40723,57079,42775.3333333333,5966220
TRE,2019-08-24,34276,41382,52815.6666666667,6377535
TRE,2019-08-25,41956,59986,45334,8032350
TRE,2019-08-26,31498,34634,64874,3798210
TRE,2019-08-27,63174,100002,70662.6666666667,9991830
TRE,2019-08-28,62202,77352,72194.3333333333,11612010
TRE,2019-08-29,30757,39229,69174.6666666667,5532615
TRE,2019-08-30,63020,90943,62444.3333333333,11537025
TRE,2019-08-31,37978,57161,57287,6104220
TRE,2019-09-01,16861,23757,38187,3561510
TRE,2019-09-02,25057,33643,28873.3333333333,2926335
TRE,2019-09-03,19463,29220,41495,3215370
TRE,2019-09-04,36387,61622,52222,5331705
TRE,2019-09-05,41898,65824,56676,4756725
TRE,2019-09-06,30462,42582,42548.6666666667,3653850
TRE,2019-09-07,15092,19240,25542,1715460
TRE,2019-09-08,12525,14804,26962.3333333333,1587930
TRE,2019-09-09,34980,46843,38725,5083710
TRE,2019-09-10,32574,54528,54401.6666666667,6284055
TRE,2019-09-11,38213,61834,48754,7121100
TRE,2019-09-12,20728,29900,37031.3333333333,3393450
TRE,2019-09-13,13925,19360,23985.3333333333,2350455
TRE,2019-09-14,16345,22696,25361.3333333333,2173800
TRE,2019-09-15,20320,34028,27085.3333333333,3381210
TRE,2019-09-16,18468,24532,41735.3333333333,3709215
TRE,2019-09-17,28807,66646,45535.6666666667,6501375
TRE,2019-09-18,24803,45429,76037.3333333333,8057580
TRE,2019-09-19,82962,116037,77261.6666666666,29902785
TRE,2019-09-20,53170,70319,70756.6666666667,23183880
TRE,2019-09-21,21166,25914,41343.6666666667,4361040
TRE,2019-09-22,22846,27798,33949.6666666667,3187905
TRE,2019-09-23,30186,48137,45498.6666666667,3550950
TRE,2019-09-24,44784,60561,48481.6666666667,5016585
TRE,2019-09-25,31038,36747,42985,4242840
TRE,2019-09-26,22962,31647,33820,4203450
TRE,2019-09-27,23062,33066,33566.3333333333,3788595
TRE,2019-09-28,26738,35986,34409.3333333333,2808960
TRE,2019-09-29,26020,34176,40921.6666666667,3075390
TRE,2019-09-30,38404,52603,35376,4208055
TRE,2019-10-01,13368,19349,31144.3333333333,2998830
TRE,2019-10-02,13487,21481,30026.3333333333,2327295
TRE,2019-10-03,35475,49249,34145,6041625
TRE,2019-10-04,26201,31705,31918.3333333333,3896460
TRE,2019-10-05,13390,14801,27851.3333333333,3986205
TRE,2019-10-06,29179,37048,23602.3333333333,5171820
TRE,2019-10-07,14997,18958,25868.3333333333,3368250
TRE,2019-10-08,13159,21599,21635.6666666666,3046710
TRE,2019-10-09,16765,24350,53319.3333333333,5008545
TRE,2019-10-10,80075,114009,95181.6666666666,13130280
TRE,2019-10-11,120425,147186,106733,33620565
TRE,2019-10-12,42601,59004,83644.3333333333,29801580
TRE,2019-10-13,41884,44743,54649.6666666667,30527460
TRE,2019-10-14,40360,60202,66242.3333333334,25460385
TRE,2019-10-15,77187,93782,64448.3333333334,18554385
TRE,2019-10-16,26437,39361,53949,6895785
TRE,2019-10-17,19162,28704,35237,3591180
TRE,2019-10-18,26949,37646,28400.3333333333,3311175
TRE,2019-10-19,12079,18851,72315.6666666666,2163855
TRE,2019-10-20,141256,160450,127567.333333333,17007210
TRE,2019-10-21,248417,203401,136015,145977330
TRE,2019-10-22,62523,44194,97152,42024240
TRE,2019-10-23,39053,43861,58450,18805755
TRE,2019-10-24,60658,87295,92212.6666666666,11309430
TRE,2019-10-25,100831,145482,85054.6666666666,17893230
TRE,2019-10-26,14964,22387,62299,3372375
TRE,2019-10-27,14421,19028,21121.6666666667,2283960
TRE,2019-10-28,17724,21950,25788.6666666667,2375160
TRE,2019-10-29,27762,36388,39061,3627615
TRE,2019-10-30,43044,58845,54717.6666666667,6481260
TRE,2019-10-31,42820,68920,54114.6666666667,7273995
TRE,2019-11-01,23760,34579,43646.6666666666,4424580
TRE,2019-11-02,19675,27441,27403.3333333333,3396825
TRE,2019-11-03,14506,20190,24315.3333333333,3168570
TRE,2019-11-04,19626,25315,27488,3419745
TRE,2019-11-05,24246,36959,27858.6666666667,3854595
TRE,2019-11-06,15567,21302,40036.6666666667,2525805
TRE,2019-11-07,46000,61849,37459.6666666667,6507210
TRE,2019-11-08,20894,29228,41561.6666666667,3445440
TRE,2019-11-09,24875,33608,28023,2853090
TRE,2019-11-10,17835,21233,60721,2549085
TRE,2019-11-11,88590,127322,66606.3333333333,10341360
TRE,2019-11-12,34347,51264,70739,8223720
TRE,2019-11-13,25941,33631,34924.6666666667,3915360
TRE,2019-11-14,15683,19879,28582.6666666667,2339040
TRE,2019-11-15,21089,32238,30451,2876670
TRE,2019-11-16,31626,39236,29061,3959685
TRE,2019-11-17,10756,15709,26877,2296485
TRE,2019-11-18,17268,25686,28240,2540895
TRE,2019-11-19,35276,43325,37064.3333333333,2893410
TRE,2019-11-20,27663,42182,39125,3856065
TRE,2019-11-21,20033,31868,36594.3333333333,2423250
TRE,2019-11-22,24646,35733,27540.6666666666,2859960
TRE,2019-11-23,12041,15021,24064.6666666667,2106960
TRE,2019-11-24,13056,21440,17665,2158875
TRE,2019-11-25,11867,16534,26018,1627365
TRE,2019-11-26,25757,40080,25777.6666666667,3920430
TRE,2019-11-27,16357,20719,24846.6666666667,2450055
TRE,2019-11-28,10829,13741,20825.6666666667,1771395
TRE,2019-11-29,19549,28017,24424.6666666667,3035745
TRE,2019-11-30,26043,31516,28079,2856630
TRE,2019-12-01,20280,24704,28151.6666666667,2102175
TRE,2019-12-02,21394,28235,24564.6666666667,2520690
TRE,2019-12-03,15666,20755,23625,2096175
TRE,2019-12-04,15954,21885,23450,2012145
TRE,2019-12-05,21957,27710,26883.3333333333,2388315
TRE,2019-12-06,25073,31055,25537,2026125
TRE,2019-12-07,14898,17846,21342.6666666667,1635135
TRE,2019-12-08,12824,15127,28428.6666666667,1158075
TRE,2019-12-09,36880,52313,32815.3333333333,5001150
TRE,2019-12-10,23252,31006,38734,3076425
TRE,2019-12-11,25634,32883,28047.6666666667,2533260
TRE,2019-12-12,14964,20254,27409.6666666667,1742895
TRE,2019-12-13,21464,29092,23656.3333333333,2695425
TRE,2019-12-14,15170,21623,22855.6666666667,2114310
TRE,2019-12-15,12752,17852,27695.6666666667,1584240
TRE,2019-12-16,36676,43612,30508.6666666667,2382675
TRE,2019-12-17,19206,30062,41298,3070845
TRE,2019-12-18,36491,50220,43367.6666666667,4190025
TRE,2019-12-19,37270,49821,46054,3365970
TRE,2019-12-20,29931,38121,38453.6666666666,3426510
TRE,2019-12-21,21217,27419,30593,2017425
TRE,2019-12-22,21188,26239,30787.3333333333,1686840
TRE,2019-12-23,32168,38704,27361.3333333333,2309955
TRE,2019-12-24,14381,17141,23189.3333333333,1790280
TRE,2019-12-25,10698,13723,15409.3333333333,1218060
TRE,2019-12-26,10853,15364,17801.6666666667,1343805
TRE,2019-12-27,18318,24318,26370,2427990
TRE,2019-12-28,28824,39428,33557.3333333333,3837045
TRE,2019-12-29,31925,36926,32742.6666666667,3197460
TRE,2019-12-30,16986,21874,20651,2009055
TRE,2019-12-31,2815,3153,17240.3333333333,477405
TRE,2020-01-01,23236,26694,16470,3072750
TRE,2020-01-02,13699,19563,20824.3333333333,1704645
TRE,2020-01-03,10913,16216,17794,1521840
TRE,2020-01-04,12615,17603,16066,1417170
TRE,2020-01-05,10091,14379,23284,1827405
TRE,2020-01-06,30137,37870,38083.6666666667,2691705
TRE,2020-01-07,41458,62002,39278.6666666666,3387375
TRE,2020-01-08,14013,17964,37717.3333333333,1971690
TRE,2020-01-09,21441,33186,74092.0000000001,2764665
TRE,2020-01-10,119033,171126,97146,14500125
TRE,2020-01-11,93894,87126,92612.3333333333,23239305
TRE,2020-01-12,13487,19585,45111,1934370
TRE,2020-01-13,21617,28622,23276.3333333333,2407365
TRE,2020-01-14,16325,21622,27762.3333333333,2705940
TRE,2020-01-15,21109,33043,34420,2347875
TRE,2020-01-16,36076,48595,34214.3333333333,4643175
TRE,2020-01-17,14246,21005,31857,2563290
TRE,2020-01-18,21347,25971,22068.3333333333,2995440
TRE,2020-01-19,14544,19229,23927,1309980
TRE,2020-01-20,21552,26581,24966.6666666667,2446200
TRE,2020-01-21,22503,29090,34651.3333333333,2819685
TRE,2020-01-22,28218,48283,34186.6666666666,3572295
TRE,2020-01-23,18653,25187,28442.3333333333,2348475
TRE,2020-01-24,9110,11857,15088.3333333333,1432980
TRE,2020-01-25,6166,8221,14368,783750
TRE,2020-01-26,17344,23026,17144,1431045
TRE,2020-01-27,14780,20185,25267,1537800
TRE,2020-01-28,20612,32590,23560.3333333333,3453120
TRE,2020-01-29,13073,17906,25480,1645065
TRE,2020-01-30,19792,25944,27480,2381595
TRE,2020-01-31,29594,38590,29476.3333333333,2565600
TRE,2020-02-01,19420,23895,28172.3333333333,2474430
TRE,2020-02-02,13709,22032,20327,1571520
TRE,2020-02-03,9301,15054,19550.6666666667,1362990
TRE,2020-02-04,13255,21566,25346.3333333333,2116125
TRE,2020-02-05,32905,39419,32894,3569835
TRE,2020-02-06,29307,37697,32848,3049545
TRE,2020-02-07,15716,21428,24898,1683285
TRE,2020-02-08,9118,15569,17666.6666666667,1286460
TRE,2020-02-09,12559,16003,28102.6666666667,1513350
TRE,2020-02-10,48131,52736,30839.3333333333,10360950
TRE,2020-02-11,17852,23779,45714,1958790
TRE,2020-02-12,39113,60627,38744.3333333333,5332665
TRE,2020-02-13,24071,31827,38903.6666666666,2721165
TRE,2020-02-14,14312,24257,24093.6666666667,2480880
TRE,2020-02-15,12534,16197,19021,1371285
TRE,2020-02-16,13287,16609,18116,2182455
TRE,2020-02-17,14233,21542,17917.6666666667,2013285
TRE,2020-02-18,11484,15602,23258.6666666667,1830540
TRE,2020-02-19,23619,32632,22911.6666666667,2893020
TRE,2020-02-20,13775,20501,21746.6666666667,2551305
TRE,2020-02-21,8300,12107,12874.3333333333,1315245
TRE,2020-02-22,4330,6015,10655.3333333333,959685
TRE,2020-02-23,8684,13844,14339,1363605
TRE,2020-02-24,20275,23158,17526,2594325
TRE,2020-02-25,11238,15576,33768,2121690
TRE,2020-02-26,37199,62570,35552.3333333333,4536480
TRE,2020-02-27,21725,28511,40215.6666666667,3172395
TRE,2020-02-28,21542,29566,26847,2720235
TRE,2020-02-29,19244,22464,25290,2865420
TRE,2020-03-01,17934,23840,22400.3333333333,3038880
TRE,2020-03-02,16709,20897,28828.3333333333,2036925
TRE,2020-03-03,22131,41748,53643.3333333333,2502780
TRE,2020-03-04,62640,98285,57093.0000000001,12287640
TRE,2020-03-05,21476,31246,48255,4281390
TRE,2020-03-06,10513,15234,22749.6666666667,2001795
TRE,2020-03-07,17136,21769,17418.6666666667,2083665
TRE,2020-03-08,12949,15253,16007.3333333333,1971120
TRE,2020-03-09,8047,11000,22204.6666666667,1563840
TRE,2020-03-10,28241,40361,22624,3942045
TRE,2020-03-11,13252,16511,25483.3333333333,2062290
TRE,2020-03-12,15163,19578,26044.6666666667,2136570
TRE,2020-03-13,23030,42045,28143,3725400
TRE,2020-03-14,16701,22806,30204,2071320
TRE,2020-03-15,23654,25761,26903,3005460
TRE,2020-03-16,25513,32142,33193.3333333333,4634010
TRE,2020-03-17,31255,41677,45792,3576345
TRE,2020-03-18,45326,63557,57979.6666666667,6228255
TRE,2020-03-19,45363,68705,64980.3333333334,8857350
TRE,2020-03-20,50610,62679,59632,6614670
TRE,2020-03-21,32861,47512,46457,5799735
TRE,2020-03-22,22285,29180,39430,2738070
TRE,2020-03-23,28876,41598,38039.6666666667,2243940
TRE,2020-03-24,26576,43341,41089.3333333333,3188760
TRE,2020-03-25,27042,38329,34666.3333333334,3426660
TRE,2020-03-26,17670,22329,29109.6666666667,2106540
TRE,2020-03-27,21680,26671,28426,2496930
TRE,2020-03-28,24392,36278,28385.3333333333,4049955
TRE,2020-03-29,14442,22207,27197,2342100
TRE,2020-03-30,16117,23106,23637,2188515
TRE,2020-03-31,19887,25598,29512.3333333333,2039295
TRE,2020-04-01,32018,39833,35474.6666666667,2310210
TRE,2020-04-02,35041,40993,38991,3012690
TRE,2020-04-03,20668,36147,43588.3333333333,2598720
TRE,2020-04-04,33925,53625,32824,5819265
TRE,2020-04-05,8521,8700,26481,1227150
TRE,2020-04-06,12451,17118,16772.3333333333,1859145
TRE,2020-04-07,16787,24499,31637.6666666667,2185665
TRE,2020-04-08,34837,53296,66000.3333333334,4315395
TRE,2020-04-09,83064,120206,64643.6666666667,14382015
TRE,2020-04-10,26267,20429,61010,5909865
TRE,2020-04-11,38039,42395,72218.6666666667,4241010
TRE,2020-04-12,108528,153832,73155,25267440
TRE,2020-04-13,27732,23238,67402.0000000001,12267600
TRE,2020-04-14,22475,25136,25257,4329420
TRE,2020-04-15,18829,27397,24136.3333333333,2839380
TRE,2020-04-16,14301,19876,20460.3333333333,1853895
TRE,2020-04-17,11062,14108,17881.3333333333,1148340
TRE,2020-04-18,16359,19660,33466.6666666666,2304345
TRE,2020-04-19,49837,66632,35964,6509775
TRE,2020-04-20,16928,21600,42686.3333333334,2168640
TRE,2020-04-21,27599,39827,37694.3333333334,2737635
TRE,2020-04-22,40398,51656,48773,5049195
TRE,2020-04-23,39183,54836,45483,8232615
TRE,2020-04-24,19817,29957,35170,5457345
TRE,2020-04-25,16394,20717,25851.3333333333,3222600
TRE,2020-04-26,17742,26880,34694.6666666667,2009400
TRE,2020-04-27,42445,56487,59328.3333333333,6519225
TRE,2020-04-28,60934,94618,195002,10342530
TRE,2020-04-29,205568,433901,191533,51255525
TRE,2020-04-30,25025,46080,169468.666666667,3598545
TRE,2020-05-01,22008,28425,31853,2646135
TRE,2020-05-02,17208,21054,22795,1679865
TRE,2020-05-03,14758,18906,28087.6666666667,1957350
TRE,2020-05-04,27941,44303,36438.6666666667,3416850
TRE,2020-05-05,28260,46107,43614.3333333333,3901140
TRE,2020-05-06,30014,40433,40533,3707775
TRE,2020-05-07,26507,35059,47554,2806650
TRE,2020-05-08,51486,67170,48071.3333333334,7910565
TRE,2020-05-09,38280,41985,44157.3333333333,9555795
TRE,2020-05-10,18388,23317,32451,1992780
TRE,2020-05-11,24395,32051,43561.6666666667,2473875
TRE,2020-05-12,50538,75317,50121.6666666666,6340815
TRE,2020-05-13,34525,42997,58618,3690375
TRE,2020-05-14,42715,57540,83987.3333333333,6469275
TRE,2020-05-15,114983,151425,148372.666666667,18742680
TRE,2020-05-16,173296,236153,142213.666666667,46754805
TRE,2020-05-17,26249,39063,100317,3806385
TRE,2020-05-18,17066,25735,38887,2752380
TRE,2020-05-19,37217,51863,47853.6666666667,4867095
TRE,2020-05-20,50543,65963,58635.3333333333,4745460
TRE,2020-05-21,53246,58080,63306.3333333334,7646610
TRE,2020-05-22,46817,65876,70064,6265620
TRE,2020-05-23,60939,86236,110431,19462710
TRE,2020-05-24,138757,179181,119933.666666667,22339065
TRE,2020-05-25,112590,94384,115916.333333333,25131105
TRE,2020-05-26,53402,74184,167676.333333333,12339675
TRE,2020-05-27,179231,334461,218514,24770100
TRE,2020-05-28,133450,246897,205782.666666667,35828715
TRE,2020-05-29,30974,35990,100804.666666667,5669250
TRE,2020-05-30,13496,19527,27183.3333333333,2158830
TRE,2020-05-31,17418,26033,31300.6666666666,3592605
TRE,2020-06-01,37228,48342,39743.3333333334,4322070
TRE,2020-06-02,30973,44855,56717,5456640
TRE,2020-06-03,57317,76954,51619.6666666667,9682275
TRE,2020-06-04,25476,33050,49799.6666666667,3727800
TRE,2020-06-05,28413,39395,43037,3867075
TRE,2020-06-06,37739,56666,43651.6666666667,6353940
TRE,2020-06-07,27744,34894,52059.3333333333,3156045
TRE,2020-06-08,44154,64618,47696,6438675
TRE,2020-06-09,33767,43576,57608,5040345
TRE,2020-06-10,47856,64630,47439.3333333333,6355560
TRE,2020-06-11,22689,34112,43695.3333333333,2249115
TRE,2020-06-12,27326,32344,28993,2986545
TRE,2020-06-13,14048,20523,30923.6666666667,2251290
TRE,2020-06-14,20815,39904,33752.3333333333,3831045
TRE,2020-06-15,27798,40830,38441,5038665
TRE,2020-06-16,23573,34589,40819.6666666667,3345930
TRE,2020-06-17,28812,47040,39224.3333333333,4167780
TRE,2020-06-18,28785,36044,59061.6666666667,3732780
TRE,2020-06-19,76414,94101,66987.3333333334,9572130
TRE,2020-06-20,71294,70817,69489.6666666667,18052605
TRE,2020-06-21,29945,43551,90068.9999999999,5355630
TRE,2020-06-22,82253,155839,103844.333333333,15852495
TRE,2020-06-23,75569,112143,119044.666666667,14474925
TRE,2020-06-24,65617,89152,96164.3333333333,8905740
TRE,2020-06-25,68957,87198,71799,7640070
TRE,2020-06-26,29205,39047,55575,5190810
TRE,2020-06-27,28818,40480,35058.3333333333,3681765
TRE,2020-06-28,19224,25648,36401.6666666667,2584110
TRE,2020-06-29,29700,43077,43588.3333333334,4938675
TRE,2020-06-30,39772,62040,49574.6666666667,4700175
TRE,2020-07-01,32197,43607,54189,3700335
TRE,2020-07-02,43515,56920,48554.6666666667,7513845
TRE,2020-07-03,30765,45137,42284,6198735
TRE,2020-07-04,19003,24795,34766.6666666666,3171165
TRE,2020-07-05,26465,34368,36413.6666666667,3983475
TRE,2020-07-06,36810,50078,43667,7464375
TRE,2020-07-07,33731,46555,48175.3333333333,4691730
TRE,2020-07-08,37441,47893,48523.6666666667,2908290
TRE,2020-07-09,32313,51123,55703.6666666667,4281780
TRE,2020-07-10,51501,68095,51274.6666666667,5126070
TRE,2020-07-11,20214,34606,73741.6666666667,4157730
TRE,2020-07-12,87088,118524,64565.6666666667,28321200
TRE,2020-07-13,24580,40567,64401.3333333334,5071260
TRE,2020-07-14,23783,34113,37173.3333333333,3544065
TRE,2020-07-15,28252,36840,49836,3322710
TRE,2020-07-16,67230,78555,53501.6666666667,6617490
TRE,2020-07-17,30276,45110,52789.6666666667,4633140
TRE,2020-07-18,28638,34704,34494.3333333334,3156150
TRE,2020-07-19,17358,23669,35580.3333333333,2796735
TRE,2020-07-20,38064,48368,43884,3905175
TRE,2020-07-21,34232,59615,51507.6666666667,6431835
TRE,2020-07-22,29683,46540,45335,4540950
TRE,2020-07-23,18489,29850,43278.3333333333,2955885
TRE,2020-07-24,29244,53445,113907.666666667,3946125
TRE,2020-07-25,204921,258428,224447.666666667,47998830
TRE,2020-07-26,282456,361470,253277.666666667,260999400
TRE,2020-07-27,171992,139935,204412.666666667,146676375
TRE,2020-07-28,94208,111833,110804.333333333,65116545
TRE,2020-07-29,75055,80645,85717.6666666666,34895115
TRE,2020-07-30,48120,64675,78444.6666666667,16625370
TRE,2020-07-31,72313,90014,79867.6666666666,15768585
TRE,2020-08-01,53829,84914,73594,10947045
TRE,2020-08-02,37327,45854,66226.6666666667,6663990
TRE,2020-08-03,50127,67912,54762,5822115
TRE,2020-08-04,35355,50520,52553.6666666667,5324670
TRE,2020-08-05,31541,39229,40419.3333333333,4475745
TRE,2020-08-06,23367,31509,39462,2511465
TRE,2020-08-07,34356,47648,34648.6666666667,5362170
TRE,2020-08-08,19855,24789,36569.6666666667,2630610
TRE,2020-08-09,24732,37272,34704.3333333333,4085655
TRE,2020-08-10,28094,42052,36426.3333333333,4488030
TRE,2020-08-11,18125,29955,42154.6666666667,2858205
TRE,2020-08-12,42192,54457,44408,5010405
TRE,2020-08-13,26994,48812,44979,4351680
TRE,2020-08-14,21322,31668,42300.3333333334,3738435
TRE,2020-08-15,34324,46421,104541.333333333,4972395
TRE,2020-08-16,200434,235535,137150.666666667,40224135
TRE,2020-08-17,176765,129496,141473.333333333,61444815
TRE,2020-08-18,41878,59389,77306.3333333333,8011905
TRE,2020-08-19,33056,43034,47775,5197950
TRE,2020-08-20,27360,40902,36922,3232095
TRE,2020-08-21,18730,26830,49282.6666666667,3093960
TRE,2020-08-22,65257,80116,43282,15909525
TRE,2020-08-23,18341,22900,47882,4483860
TRE,2020-08-24,30429,40630,33461,3909420
