Date,Year,CI,CMI,total_customers,rolling_CI,rolling_CMI,SAIFI,CAIDI,SAIDI
2012-04-08,2012,169395,18212513.94215,90026497,116230727,49711940661.2784,1.29107241615766,427.700505231103,552.192324680571
2012-04-09,2012,185750,20377481.21202,90026497,116128434,49687067194.2243,1.28993616179468,427.863060602576,551.916034167411
2012-04-10,2012,184420,18178389.194996,90026497,115986992,49676392739.8488,1.28836504657068,428.292792866366,551.797464027161
2012-04-11,2012,212229,18713627.021288,90026497,115944413,49671491838.5976,1.28789208581558,428.407808133003,551.743025596093
2012-04-12,2012,294988,18502665.461888,90026497,115962351,49677874379.5329,1.28809133826456,428.396578295769,551.813921844953
2012-04-13,2012,207491,20555834.91607,90026497,115832030,49661289264.7406,1.28664375333853,428.735378847635,551.629697029538
2012-04-14,2012,241152,50812904.3785,90026497,115733228,49652013975.7874,1.28554627644792,429.021248554368,551.526668596106
2012-04-15,2012,321713,33975893.2787,90026497,115734801,49644985992.8135,1.28556374908156,428.954692658205,551.448602879811
2012-04-16,2012,534958,105415172.53329,90026497,115777932,49649553887.0287,1.2860428413648,428.834347179639,551.499342321724
2012-04-17,2012,171958,16599950.1019553,90026497,115880361,49672678670.9703,1.28718060639414,428.654849210992,551.756208741192
2012-04-18,2012,188363,16944378.32337,90026497,115860901,49683633803.1435,1.2869644478114,428.821400268098,551.877896605746
2012-04-19,2012,150325,14403188.2049,90026497,115728797,49658913207.9606,1.28549705760516,429.097290348232,551.603304169
2012-04-20,2012,294955,32902232.871375,90026497,115744676,49649854806.59,1.28567343900985,428.960160608943,551.502684888317
2012-04-21,2012,185443,22213012.16205,90026497,115755339,49649615879.6605,1.28579188191672,428.918582145576,551.500030926012
2012-04-22,2012,413445,39168160.80282,90026497,115777201,49652713795.8237,1.28603472153315,428.86434779006,551.534442085686
2012-04-23,2012,358350,57704681.442,90026497,115927853,49664835224.9191,1.28770813997128,428.411584789025,551.669084990823
2012-04-24,2012,169480,19527322.55554,90026497,115946458,49665050189.5127,1.2879148013501,428.344695010112,551.671472783316
2012-04-25,2012,184832,19948579.959865,90026497,115963285,49662702189.4022,1.2881017129879,428.262291719333,551.645391571797
2012-04-26,2012,284179,36519384.96,90026497,115844423,49603484912.5263,1.28678141281005,428.190530264252,550.98761548532
2012-04-27,2012,148248,16986083.3286,90026497,115772045,49594967526.043,1.28597744950578,428.384654741505,550.893005711896
2012-04-28,2012,167970,21721249.492,90026497,115747721,49592755968.5072,1.28570726238521,428.455571652311,550.868440082781
2012-04-29,2012,139344,13858333.99627,90026497,112765859,42797297608.0014,1.25258521388431,379.52353653424,475.38557018387
2012-04-30,2012,247685,24541110.8097,90026497,120389290,75122250858.8369,1.33726507208206,623.994467106143,834.4460060335
2012-05-01,2012,328724,30725828.90664,90026497,121680269,77648320359.6084,1.351605061341,638.134029434209,862.505183997201
2012-05-02,2012,219644,23165037.047434,90026497,121837125,78185174556.8099,1.35334739282369,641.718807439111,868.468474973651
2012-05-03,2012,287402,34674429.73724,90026497,121949934,78830825393.0869,1.35460045724094,646.419582261413,875.640261700807
2012-05-04,2012,286483,45015883.9056352,90026497,121986670,79319570739.6536,1.35500851488201,650.231461680638,881.069167221442
2012-05-05,2012,201349,27645612.419876,90026497,121961889,79594776603.869,1.35473325147817,652.620070552277,884.126110159201
2012-05-06,2012,199154,25330978.69426,90026497,121972182,79834059042.8368,1.35484758448393,654.526775972876,886.784021406907
2012-05-07,2012,303570,43466130.10405,90026497,122006718,79989839251.9548,1.35523120487516,655.61831809913,888.51440317571
2012-05-08,2012,338358,33811745.45,90026497,122038628,80102580412.355,1.35558565607634,656.370705940377,889.766714041479
2012-05-09,2012,281968,28388832.0767,90026497,122305022,80610223164.169,1.3585447182289,659.091686064772,895.405528931877
2012-05-10,2012,282568,53007219.55041,90026497,122427173,81009881141.9659,1.35990155209527,661.698536010187,899.84486613942
2012-05-11,2012,327645,49282675.3529,90026497,122434956,81076619877.0218,1.35998800442052,662.201568292488,900.58618938624
2012-05-12,2012,205534,23610791.7568,90026497,122403245,81175880433.2908,1.35963576367966,663.184055563975,901.688759846902
2012-05-13,2012,217276,26636069.0684,90026497,122475421,81218746537.9211,1.36043748320009,663.143232125906,902.164909714538
2012-05-14,2012,283112,31755713.3614,90026497,122524538,81248858988.0496,1.36098306701859,663.123161403389,902.499394017848
2012-05-15,2012,278791,23966373.0791,90026497,122414274,81240969275.6008,1.35975827205628,663.656015111447,902.411756347698
2012-05-16,2012,224435,19332281.48586,90026497,122281778,81238935896.6104,1.35828652757643,664.358477815153,902.389169897507
2012-05-17,2012,169331,15590189.79243,90026497,122040043,81222367782.7643,1.35560137367113,665.538668998702,902.205133925896
2012-05-18,2012,157705,15370671.45183,90026497,122075414,81240450280.7248,1.35599426910946,665.493956716991,902.405991435219
2012-05-19,2012,183802,20032840.35632,90026497,122117598,81247652057.2404,1.35646284226743,665.323044244945,902.485987622515
2012-05-20,2012,193659,19493557.34506,90026497,122149381,81250898038.5276,1.35681588277282,665.17650251971,902.522043466021
2012-05-21,2012,244232,29096264.49531,90026497,122223850,81273769941.0555,1.35764307257229,664.958352572395,902.776100918994
2012-05-22,2012,293255,26506724.61909,90026497,122125215,81261161850.2774,1.3565474506911,665.392170243282,902.636052253342
2012-05-23,2012,242761,20750566.9907,90026497,121808797,81199671330.2694,1.3530327299084,666.615821928439,901.953025343965
2012-05-24,2012,329823,38958720.381,90026497,121607179,81170993046.8203,1.35079318925405,667.485206994402,901.634471535867
